,Rating_sum,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,age,interest,personality,religion,activity,budget,alcohol,smoking_area,dress_code,accessibility,price,Rambience,area,other_services
411,3,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
412,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
413,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
414,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
415,6,FALSE,abstemious,formal,friends,car owner,single,independent,81,none,hunter-ostentatious,none,student,high,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
416,0,FALSE,abstemious,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
417,3,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
418,6,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
419,6,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
420,6,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
421,6,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
422,6,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
423,6,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
424,6,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
425,6,TRUE,casual drinker,formal,family,public,single,independent,20,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
426,0,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
427,0,FALSE,casual drinker,informal,solitary,public,single,independent,20,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
428,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
429,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
430,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
431,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
432,0,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
433,0,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
434,0,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
435,0,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
436,0,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
437,0,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
438,0,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
439,1,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
440,2,FALSE,social drinker,no preference,family,public,single,independent,28,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
441,3,FALSE,casual drinker,formal,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
442,5,FALSE,casual drinker,formal,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
443,4,FALSE,casual drinker,formal,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
444,0,FALSE,casual drinker,formal,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
445,4,FALSE,casual drinker,formal,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
446,5,FALSE,casual drinker,formal,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
447,1,FALSE,casual drinker,formal,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
448,0,FALSE,casual drinker,formal,family,public,single,independent,21,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
449,1,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
450,4,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
451,5,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
452,4,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
453,4,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
454,0,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
455,0,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
456,4,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
457,0,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
458,5,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
459,3,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
460,1,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
461,4,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
462,4,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
463,4,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
464,4,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
465,2,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
466,4,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
467,5,TRUE,social drinker,no preference,family,public,single,independent,21,none,conformist,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
468,5,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
469,6,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
470,4,TRUE,social drinker,no preference,family,car owner,single,independent,20,technology,hunter-ostentatious,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
471,5,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
472,6,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
473,5,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
474,6,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
